id	domain_name	start	end	evalue	score	description
NC_039237.1/1-11922/Bovine_viral_diarrhea_virus_2_polyprotein_gene	DEAD	2058	2118	3.2e-09	37.0	DEAD/DEAH box helicase
NC_039237.1/1-11922/Bovine_viral_diarrhea_virus_2_polyprotein_gene	RdRP_1	3570	3756	3.7e-09	36.1	Viral RNA-dependent RNA polymerase
NC_039237.1/1-11922/Bovine_viral_diarrhea_virus_2_polyprotein_gene	Flavi_DEAD	1880	2020	7.5e-09	36.0	Flavivirus DEAD domain
NC_039237.1/1-11922/Bovine_viral_diarrhea_virus_2_polyprotein_gene	RdRP_4	3622	3755	0.0035	16.6	Viral RNA-directed RNA-polymerase
NC_039237.1/1-11922/Bovine_viral_diarrhea_virus_2_polyprotein_gene	ResIII	1871	2017	0.0037	17.5	Type III restriction enzyme, res subunit
NC_035432.1/1-11772/Linda_virus_strain_Austria1	Peptidase_S31	1608	1818	1.2e-103	345.5	Pestivirus NS3 polyprotein peptidase S31
NC_035432.1/1-11772/Linda_virus_strain_Austria1	Pestivirus_E2	702	1071	1.8e-83	280.7	Pestivirus envelope glycoprotein E2
NC_035432.1/1-11772/Linda_virus_strain_Austria1	Peptidase_C74	1355	1541	4e-47	160.6	Pestivirus NS2 peptidase
NC_035432.1/1-11772/Linda_virus_strain_Austria1	Peptidase_C53	21	182	4.3e-39	134.2	Pestivirus Npro endopeptidase C53
NC_035432.1/1-11772/Linda_virus_strain_Austria1	RdRP_3	145	164	6.8e-21	74.8	Viral RNA dependent RNA polymerase
NC_035432.1/1-11772/Linda_virus_strain_Austria1	RdRP_3	3482	3717	6.8e-21	74.8	Viral RNA dependent RNA polymerase
NC_035432.1/1-11772/Linda_virus_strain_Austria1	Flav_NS3-hel_C	2152	2294	3.4e-18	66.1	Flavivirus NS3 helicase, C-terminal helical domain
NC_035432.1/1-11772/Linda_virus_strain_Austria1	Capsid_pestivir	191	242	7.4e-16	58.1	Capsid protein C, pestivirus
NC_035432.1/1-11772/Linda_virus_strain_Austria1	Capsid_pestivir	2885	2902	7.4e-16	58.1	Capsid protein C, pestivirus
NC_035432.1/1-11772/Linda_virus_strain_Austria1	DEAD	1831	1964	1.1e-09	38.5	DEAD/DEAH box helicase
NC_035432.1/1-11772/Linda_virus_strain_Austria1	DEAD	2004	2060	1.1e-09	38.5	DEAD/DEAH box helicase
NC_035432.1/1-11772/Linda_virus_strain_Austria1	Helicase_C	2001	2118	1.2e-08	35.5	Helicase conserved C-terminal domain
NC_035432.1/1-11772/Linda_virus_strain_Austria1	Flavi_DEAD	1825	1966	1.4e-07	31.9	Flavivirus DEAD domain
NC_035432.1/1-11772/Linda_virus_strain_Austria1	RdRP_1	3520	3669	1.5e-07	30.8	Viral RNA-dependent RNA polymerase
NC_035432.1/1-11772/Linda_virus_strain_Austria1	ResIII	1824	1962	0.00025	21.2	Type III restriction enzyme, res subunit
NC_035432.1/1-11772/Linda_virus_strain_Austria1	ResIII	2005	2032	0.00025	21.2	Type III restriction enzyme, res subunit
NC_035432.1/1-11772/Linda_virus_strain_Austria1	RdRP_4	3528	3669	0.00073	18.8	Viral RNA-directed RNA-polymerase
NC_035432.1/1-11772/Linda_virus_strain_Austria1	Flavi_NS5_thumb	3694	3765	0.0084	16.3	Flavivirus RNA-directed RNA polymerase, thumb domain
NC_030653.1/1-10908/Atypical_porcine_pestivirus_1_isolate_Bavaria_S5/9_polyprotein_gene	Peptidase_S31	1319	1530	8.1e-53	179.4	Pestivirus NS3 polyprotein peptidase S31
NC_030653.1/1-10908/Atypical_porcine_pestivirus_1_isolate_Bavaria_S5/9_polyprotein_gene	RdRP_3	3194	3421	7.9e-20	71.3	Viral RNA dependent RNA polymerase
NC_030653.1/1-10908/Atypical_porcine_pestivirus_1_isolate_Bavaria_S5/9_polyprotein_gene	Pestivirus_E2	795	935	1.1e-13	51.1	Pestivirus envelope glycoprotein E2
NC_030653.1/1-10908/Atypical_porcine_pestivirus_1_isolate_Bavaria_S5/9_polyprotein_gene	Helicase_C	1715	1830	2.8e-09	37.5	Helicase conserved C-terminal domain
NC_030653.1/1-10908/Atypical_porcine_pestivirus_1_isolate_Bavaria_S5/9_polyprotein_gene	Helicase_C	3150	3186	2.8e-09	37.5	Helicase conserved C-terminal domain
NC_030653.1/1-10908/Atypical_porcine_pestivirus_1_isolate_Bavaria_S5/9_polyprotein_gene	DEAD	1542	1676	1.1e-08	35.3	DEAD/DEAH box helicase
NC_030653.1/1-10908/Atypical_porcine_pestivirus_1_isolate_Bavaria_S5/9_polyprotein_gene	DEAD	1714	1772	1.1e-08	35.3	DEAD/DEAH box helicase
NC_030653.1/1-10908/Atypical_porcine_pestivirus_1_isolate_Bavaria_S5/9_polyprotein_gene	RdRP_1	3230	3413	1.1e-07	31.2	Viral RNA-dependent RNA polymerase
NC_030653.1/1-10908/Atypical_porcine_pestivirus_1_isolate_Bavaria_S5/9_polyprotein_gene	Flavi_DEAD	1535	1676	1.4e-06	28.7	Flavivirus DEAD domain
NC_025677.1/1-11982/Norway_rat_pestivirus_isolate_NrPV/NYC-D23_polyprotein_gene	Peptidase_S31	1703	1913	1.9e-76	256.5	Pestivirus NS3 polyprotein peptidase S31
NC_025677.1/1-11982/Norway_rat_pestivirus_isolate_NrPV/NYC-D23_polyprotein_gene	Pestivirus_E2	909	1174	4.9e-41	141.1	Pestivirus envelope glycoprotein E2
NC_025677.1/1-11982/Norway_rat_pestivirus_isolate_NrPV/NYC-D23_polyprotein_gene	Peptidase_C53	26	84	3.7e-22	79.1	Pestivirus Npro endopeptidase C53
NC_025677.1/1-11982/Norway_rat_pestivirus_isolate_NrPV/NYC-D23_polyprotein_gene	Peptidase_C53	149	273	3.7e-22	79.1	Pestivirus Npro endopeptidase C53
NC_025677.1/1-11982/Norway_rat_pestivirus_isolate_NrPV/NYC-D23_polyprotein_gene	RdRP_3	3558	3803	2.9e-20	72.7	Viral RNA dependent RNA polymerase
NC_025677.1/1-11982/Norway_rat_pestivirus_isolate_NrPV/NYC-D23_polyprotein_gene	Flav_NS3-hel_C	2247	2386	7.4e-14	52.0	Flavivirus NS3 helicase, C-terminal helical domain
NC_025677.1/1-11982/Norway_rat_pestivirus_isolate_NrPV/NYC-D23_polyprotein_gene	Peptidase_C74	1459	1632	4.2e-10	39.7	Pestivirus NS2 peptidase
NC_025677.1/1-11982/Norway_rat_pestivirus_isolate_NrPV/NYC-D23_polyprotein_gene	Peptidase_C74	2740	2804	4.2e-10	39.7	Pestivirus NS2 peptidase
NC_025677.1/1-11982/Norway_rat_pestivirus_isolate_NrPV/NYC-D23_polyprotein_gene	Helicase_C	2099	2212	4.5e-10	40.0	Helicase conserved C-terminal domain
NC_025677.1/1-11982/Norway_rat_pestivirus_isolate_NrPV/NYC-D23_polyprotein_gene	Capsid_pestivir	276	333	9.8e-10	38.5	Capsid protein C, pestivirus
NC_025677.1/1-11982/Norway_rat_pestivirus_isolate_NrPV/NYC-D23_polyprotein_gene	RdRP_1	3603	3778	1.1e-08	34.6	Viral RNA-dependent RNA polymerase
NC_025677.1/1-11982/Norway_rat_pestivirus_isolate_NrPV/NYC-D23_polyprotein_gene	DEAD	1917	2055	4.7e-08	33.2	DEAD/DEAH box helicase
NC_025677.1/1-11982/Norway_rat_pestivirus_isolate_NrPV/NYC-D23_polyprotein_gene	DEAD	2099	2154	4.7e-08	33.2	DEAD/DEAH box helicase
NC_025677.1/1-11982/Norway_rat_pestivirus_isolate_NrPV/NYC-D23_polyprotein_gene	RdRP_4	3640	3779	7.9e-07	28.6	Viral RNA-directed RNA-polymerase
NC_025677.1/1-11982/Norway_rat_pestivirus_isolate_NrPV/NYC-D23_polyprotein_gene	ResIII	1909	2055	0.0016	18.6	Type III restriction enzyme, res subunit
NC_025677.1/1-11982/Norway_rat_pestivirus_isolate_NrPV/NYC-D23_polyprotein_gene	ResIII	2097	2126	0.0016	18.6	Type III restriction enzyme, res subunit
NC_025677.1/1-11982/Norway_rat_pestivirus_isolate_NrPV/NYC-D23_polyprotein_gene	Flavi_NS5	3616	3698	0.0043	16.0	Flavivirus RNA-directed RNA polymerase, fingers and palm domains
NC_024018.2/1-11694/Pronghorn_antelope_pestivirus	Pestivirus_E2	687	1052	7.1e-111	370.9	Pestivirus envelope glycoprotein E2
NC_024018.2/1-11694/Pronghorn_antelope_pestivirus	Peptidase_S31	1587	1798	4e-108	360.1	Pestivirus NS3 polyprotein peptidase S31
NC_024018.2/1-11694/Pronghorn_antelope_pestivirus	Peptidase_C53	0	168	3.1e-64	216.0	Pestivirus Npro endopeptidase C53
NC_024018.2/1-11694/Pronghorn_antelope_pestivirus	Peptidase_C53	3074	3098	3.1e-64	216.0	Pestivirus Npro endopeptidase C53
NC_024018.2/1-11694/Pronghorn_antelope_pestivirus	Peptidase_C74	1336	1520	1.2e-60	204.8	Pestivirus NS2 peptidase
NC_024018.2/1-11694/Pronghorn_antelope_pestivirus	RdRP_3	3457	3687	5.7e-24	85.0	Viral RNA dependent RNA polymerase
NC_024018.2/1-11694/Pronghorn_antelope_pestivirus	Flav_NS3-hel_C	2131	2273	2.3e-21	76.3	Flavivirus NS3 helicase, C-terminal helical domain
NC_024018.2/1-11694/Pronghorn_antelope_pestivirus	Flav_NS3-hel_C	2916	2931	2.3e-21	76.3	Flavivirus NS3 helicase, C-terminal helical domain
NC_024018.2/1-11694/Pronghorn_antelope_pestivirus	Capsid_pestivir	170	224	5.5e-16	58.5	Capsid protein C, pestivirus
NC_024018.2/1-11694/Pronghorn_antelope_pestivirus	DEAD	1810	1942	2.4e-11	43.9	DEAD/DEAH box helicase
NC_024018.2/1-11694/Pronghorn_antelope_pestivirus	DEAD	1981	2039	2.4e-11	43.9	DEAD/DEAH box helicase
NC_024018.2/1-11694/Pronghorn_antelope_pestivirus	Helicase_C	1981	2097	1e-09	38.9	Helicase conserved C-terminal domain
NC_024018.2/1-11694/Pronghorn_antelope_pestivirus	RdRP_1	3497	3681	2.5e-09	36.7	Viral RNA-dependent RNA polymerase
NC_024018.2/1-11694/Pronghorn_antelope_pestivirus	ResIII	1807	1941	0.0011	19.1	Type III restriction enzyme, res subunit
NC_024018.2/1-11694/Pronghorn_antelope_pestivirus	ResIII	1984	2012	0.0011	19.1	Type III restriction enzyme, res subunit
NC_024018.2/1-11694/Pronghorn_antelope_pestivirus	RdRP_4	3524	3648	0.0014	17.9	Viral RNA-directed RNA-polymerase
NC_024018.2/1-11694/Pronghorn_antelope_pestivirus	Flavi_NS5_thumb	3672	3761	0.003	17.8	Flavivirus RNA-directed RNA polymerase, thumb domain
NC_023176.1/1-11757/Porcine_pestivirus_isolate_Bungowannah	Peptidase_S31	1603	1813	1.3e-104	348.6	Pestivirus NS3 polyprotein peptidase S31
NC_023176.1/1-11757/Porcine_pestivirus_isolate_Bungowannah	Pestivirus_E2	696	1066	2.5e-86	290.2	Pestivirus envelope glycoprotein E2
NC_023176.1/1-11757/Porcine_pestivirus_isolate_Bungowannah	Peptidase_C74	1347	1535	2.1e-47	161.5	Pestivirus NS2 peptidase
NC_023176.1/1-11757/Porcine_pestivirus_isolate_Bungowannah	Peptidase_C53	16	177	2.9e-42	144.5	Pestivirus Npro endopeptidase C53
NC_023176.1/1-11757/Porcine_pestivirus_isolate_Bungowannah	RdRP_3	3478	3723	1.5e-20	73.7	Viral RNA dependent RNA polymerase
NC_023176.1/1-11757/Porcine_pestivirus_isolate_Bungowannah	Flav_NS3-hel_C	2147	2289	8.7e-20	71.2	Flavivirus NS3 helicase, C-terminal helical domain
NC_023176.1/1-11757/Porcine_pestivirus_isolate_Bungowannah	Flav_NS3-hel_C	3065	3137	8.7e-20	71.2	Flavivirus NS3 helicase, C-terminal helical domain
NC_023176.1/1-11757/Porcine_pestivirus_isolate_Bungowannah	Flav_NS3-hel_C	3442	3494	8.7e-20	71.2	Flavivirus NS3 helicase, C-terminal helical domain
NC_023176.1/1-11757/Porcine_pestivirus_isolate_Bungowannah	Capsid_pestivir	180	235	5.8e-15	55.2	Capsid protein C, pestivirus
NC_023176.1/1-11757/Porcine_pestivirus_isolate_Bungowannah	DEAD	1826	1960	6.5e-12	45.8	DEAD/DEAH box helicase
NC_023176.1/1-11757/Porcine_pestivirus_isolate_Bungowannah	DEAD	1997	2055	6.5e-12	45.8	DEAD/DEAH box helicase
NC_023176.1/1-11757/Porcine_pestivirus_isolate_Bungowannah	DEAD	3043	3082	6.5e-12	45.8	DEAD/DEAH box helicase
NC_023176.1/1-11757/Porcine_pestivirus_isolate_Bungowannah	Helicase_C	1834	1884	1.5e-09	38.4	Helicase conserved C-terminal domain
NC_023176.1/1-11757/Porcine_pestivirus_isolate_Bungowannah	Helicase_C	1996	2113	1.5e-09	38.4	Helicase conserved C-terminal domain
NC_023176.1/1-11757/Porcine_pestivirus_isolate_Bungowannah	Helicase_C	3436	3476	1.5e-09	38.4	Helicase conserved C-terminal domain
NC_023176.1/1-11757/Porcine_pestivirus_isolate_Bungowannah	Flavi_DEAD	1820	1961	7.3e-09	36.0	Flavivirus DEAD domain
NC_023176.1/1-11757/Porcine_pestivirus_isolate_Bungowannah	RdRP_1	3515	3658	4.5e-08	32.5	Viral RNA-dependent RNA polymerase
NC_023176.1/1-11757/Porcine_pestivirus_isolate_Bungowannah	ResIII	1819	1957	2.2e-05	24.7	Type III restriction enzyme, res subunit
NC_023176.1/1-11757/Porcine_pestivirus_isolate_Bungowannah	ResIII	3066	3117	2.2e-05	24.7	Type III restriction enzyme, res subunit
NC_023176.1/1-11757/Porcine_pestivirus_isolate_Bungowannah	Flavi_NS5_thumb	3691	3784	2.5e-05	24.5	Flavivirus RNA-directed RNA polymerase, thumb domain
NC_023176.1/1-11757/Porcine_pestivirus_isolate_Bungowannah	RdRP_4	3524	3653	0.0015	17.8	Viral RNA-directed RNA-polymerase
NC_018713.1/1-11688/Pestivirus_strain_Aydin/04-TR	Pestivirus_E2	692	1061	5.4e-171	568.7	Pestivirus envelope glycoprotein E2
NC_018713.1/1-11688/Pestivirus_strain_Aydin/04-TR	Peptidase_S31	1586	1797	2.5e-135	448.9	Pestivirus NS3 polyprotein peptidase S31
NC_018713.1/1-11688/Pestivirus_strain_Aydin/04-TR	Peptidase_C74	1319	1519	4.7e-98	326.9	Pestivirus NS2 peptidase
NC_018713.1/1-11688/Pestivirus_strain_Aydin/04-TR	Peptidase_C53	0	168	5.8e-80	267.2	Pestivirus Npro endopeptidase C53
NC_018713.1/1-11688/Pestivirus_strain_Aydin/04-TR	Peptidase_C53	1532	1594	5.8e-80	267.2	Pestivirus Npro endopeptidase C53
NC_018713.1/1-11688/Pestivirus_strain_Aydin/04-TR	Peptidase_C53	3474	3490	5.8e-80	267.2	Pestivirus Npro endopeptidase C53
NC_018713.1/1-11688/Pestivirus_strain_Aydin/04-TR	Flav_NS3-hel_C	2130	2272	4.3e-31	107.9	Flavivirus NS3 helicase, C-terminal helical domain
NC_018713.1/1-11688/Pestivirus_strain_Aydin/04-TR	RdRP_3	3455	3684	4e-24	85.5	Viral RNA dependent RNA polymerase
NC_018713.1/1-11688/Pestivirus_strain_Aydin/04-TR	Capsid_pestivir	174	226	2.3e-21	75.7	Capsid protein C, pestivirus
NC_018713.1/1-11688/Pestivirus_strain_Aydin/04-TR	RdRP_1	3492	3677	3.8e-10	39.4	Viral RNA-dependent RNA polymerase
NC_018713.1/1-11688/Pestivirus_strain_Aydin/04-TR	DEAD	1809	1943	9.6e-10	38.7	DEAD/DEAH box helicase
NC_018713.1/1-11688/Pestivirus_strain_Aydin/04-TR	DEAD	1981	2038	9.6e-10	38.7	DEAD/DEAH box helicase
NC_018713.1/1-11688/Pestivirus_strain_Aydin/04-TR	Flavi_DEAD	1803	1944	1.6e-09	38.2	Flavivirus DEAD domain
NC_018713.1/1-11688/Pestivirus_strain_Aydin/04-TR	Helicase_C	1827	1870	2.2e-09	37.8	Helicase conserved C-terminal domain
NC_018713.1/1-11688/Pestivirus_strain_Aydin/04-TR	Helicase_C	1980	2096	2.2e-09	37.8	Helicase conserved C-terminal domain
NC_018713.1/1-11688/Pestivirus_strain_Aydin/04-TR	Helicase_C	3414	3454	2.2e-09	37.8	Helicase conserved C-terminal domain
NC_018713.1/1-11688/Pestivirus_strain_Aydin/04-TR	RdRP_4	3499	3638	0.00018	20.9	Viral RNA-directed RNA-polymerase
NC_018713.1/1-11688/Pestivirus_strain_Aydin/04-TR	Flavi_NS5_thumb	3669	3742	0.00033	20.9	Flavivirus RNA-directed RNA polymerase, thumb domain
NC_018713.1/1-11688/Pestivirus_strain_Aydin/04-TR	ResIII	1802	1940	0.0019	18.4	Type III restriction enzyme, res subunit
NC_012812.1/1-11700/Bovine_viral_diarrhea_virus_3_Th/04_KhonKaen	Pestivirus_E2	692	1062	2.4e-165	550.1	Pestivirus envelope glycoprotein E2
NC_012812.1/1-11700/Bovine_viral_diarrhea_virus_3_Th/04_KhonKaen	Peptidase_S31	1587	1798	2.4e-136	452.3	Pestivirus NS3 polyprotein peptidase S31
NC_012812.1/1-11700/Bovine_viral_diarrhea_virus_3_Th/04_KhonKaen	Peptidase_C74	1320	1520	3.6e-95	317.5	Pestivirus NS2 peptidase
NC_012812.1/1-11700/Bovine_viral_diarrhea_virus_3_Th/04_KhonKaen	Peptidase_C53	0	168	6.6e-77	257.2	Pestivirus Npro endopeptidase C53
NC_012812.1/1-11700/Bovine_viral_diarrhea_virus_3_Th/04_KhonKaen	Peptidase_C53	3476	3491	6.6e-77	257.2	Pestivirus Npro endopeptidase C53
NC_012812.1/1-11700/Bovine_viral_diarrhea_virus_3_Th/04_KhonKaen	Flav_NS3-hel_C	2131	2272	3.9e-32	111.3	Flavivirus NS3 helicase, C-terminal helical domain
NC_012812.1/1-11700/Bovine_viral_diarrhea_virus_3_Th/04_KhonKaen	RdRP_3	3456	3683	5.9e-24	84.9	Viral RNA dependent RNA polymerase
NC_012812.1/1-11700/Bovine_viral_diarrhea_virus_3_Th/04_KhonKaen	Capsid_pestivir	173	226	2.7e-23	81.9	Capsid protein C, pestivirus
NC_012812.1/1-11700/Bovine_viral_diarrhea_virus_3_Th/04_KhonKaen	DEAD	1810	1943	6.7e-10	39.2	DEAD/DEAH box helicase
NC_012812.1/1-11700/Bovine_viral_diarrhea_virus_3_Th/04_KhonKaen	DEAD	1981	2039	6.7e-10	39.2	DEAD/DEAH box helicase
NC_012812.1/1-11700/Bovine_viral_diarrhea_virus_3_Th/04_KhonKaen	Helicase_C	1827	1866	1.4e-09	38.4	Helicase conserved C-terminal domain
NC_012812.1/1-11700/Bovine_viral_diarrhea_virus_3_Th/04_KhonKaen	Helicase_C	1980	2097	1.4e-09	38.4	Helicase conserved C-terminal domain
NC_012812.1/1-11700/Bovine_viral_diarrhea_virus_3_Th/04_KhonKaen	Flavi_DEAD	1804	1945	1.9e-09	37.9	Flavivirus DEAD domain
NC_012812.1/1-11700/Bovine_viral_diarrhea_virus_3_Th/04_KhonKaen	Flavi_DEAD	1986	2009	1.9e-09	37.9	Flavivirus DEAD domain
NC_012812.1/1-11700/Bovine_viral_diarrhea_virus_3_Th/04_KhonKaen	RdRP_1	3518	3637	8.5e-07	28.4	Viral RNA-dependent RNA polymerase
NC_012812.1/1-11700/Bovine_viral_diarrhea_virus_3_Th/04_KhonKaen	ResIII	1803	1941	0.00058	20.1	Type III restriction enzyme, res subunit
NC_012812.1/1-11700/Bovine_viral_diarrhea_virus_3_Th/04_KhonKaen	RdRP_4	3545	3699	0.0013	18.0	Viral RNA-directed RNA-polymerase
NC_002657.1/1-11697/Classical_swine_fever_virus	Pestivirus_E2	690	1060	2.6e-161	536.9	Pestivirus envelope glycoprotein E2
NC_002657.1/1-11697/Classical_swine_fever_virus	Peptidase_S31	1589	1800	3.7e-136	451.7	Pestivirus NS3 polyprotein peptidase S31
NC_002657.1/1-11697/Classical_swine_fever_virus	Peptidase_C74	1322	1522	7.5e-95	316.4	Pestivirus NS2 peptidase
NC_002657.1/1-11697/Classical_swine_fever_virus	Peptidase_C53	0	168	8.2e-82	273.2	Pestivirus Npro endopeptidase C53
NC_002657.1/1-11697/Classical_swine_fever_virus	Peptidase_C53	3478	3493	8.2e-82	273.2	Pestivirus Npro endopeptidase C53
NC_002657.1/1-11697/Classical_swine_fever_virus	Flav_NS3-hel_C	2133	2274	1.7e-28	99.5	Flavivirus NS3 helicase, C-terminal helical domain
NC_002657.1/1-11697/Classical_swine_fever_virus	RdRP_3	3458	3692	6e-25	88.2	Viral RNA dependent RNA polymerase
NC_002657.1/1-11697/Classical_swine_fever_virus	Capsid_pestivir	170	225	2.7e-24	85.1	Capsid protein C, pestivirus
NC_002657.1/1-11697/Classical_swine_fever_virus	Flavi_DEAD	1806	1947	5.6e-10	39.7	Flavivirus DEAD domain
NC_002657.1/1-11697/Classical_swine_fever_virus	Flavi_DEAD	1986	2011	5.6e-10	39.7	Flavivirus DEAD domain
NC_002657.1/1-11697/Classical_swine_fever_virus	DEAD	1812	1946	7e-10	39.2	DEAD/DEAH box helicase
NC_002657.1/1-11697/Classical_swine_fever_virus	DEAD	1984	2041	7e-10	39.2	DEAD/DEAH box helicase
NC_002657.1/1-11697/Classical_swine_fever_virus	Helicase_C	1829	1867	3.5e-09	37.2	Helicase conserved C-terminal domain
NC_002657.1/1-11697/Classical_swine_fever_virus	Helicase_C	1983	2099	3.5e-09	37.2	Helicase conserved C-terminal domain
NC_002657.1/1-11697/Classical_swine_fever_virus	Helicase_C	3417	3456	3.5e-09	37.2	Helicase conserved C-terminal domain
NC_002657.1/1-11697/Classical_swine_fever_virus	RdRP_1	3518	3680	2.4e-08	33.5	Viral RNA-dependent RNA polymerase
NC_002657.1/1-11697/Classical_swine_fever_virus	RdRP_4	3505	3637	8e-05	22.0	Viral RNA-directed RNA-polymerase
NC_002657.1/1-11697/Classical_swine_fever_virus	Flavi_NS5_thumb	3672	3743	0.00036	20.8	Flavivirus RNA-directed RNA polymerase, thumb domain
NC_002657.1/1-11697/Classical_swine_fever_virus	ResIII	1802	1943	0.0011	19.1	Type III restriction enzyme, res subunit
NC_003678.1/1-11970/Pestivirus_giraffe-1_H138_complete_genome	Pestivirus_E2	690	1060	6.2e-164	545.5	Pestivirus envelope glycoprotein E2
NC_003678.1/1-11970/Pestivirus_giraffe-1_H138_complete_genome	Peptidase_S31	1679	1890	2.4e-134	445.8	Pestivirus NS3 polyprotein peptidase S31
NC_003678.1/1-11970/Pestivirus_giraffe-1_H138_complete_genome	Peptidase_C74	1317	1517	6.9e-90	300.2	Pestivirus NS2 peptidase
NC_003678.1/1-11970/Pestivirus_giraffe-1_H138_complete_genome	Peptidase_C53	0	168	1.2e-84	282.4	Pestivirus Npro endopeptidase C53
NC_003678.1/1-11970/Pestivirus_giraffe-1_H138_complete_genome	Peptidase_C53	3568	3583	1.2e-84	282.4	Pestivirus Npro endopeptidase C53
NC_003678.1/1-11970/Pestivirus_giraffe-1_H138_complete_genome	Jiv90	1528	1616	2.7e-37	127.1	Cleavage inducing molecular chaperone
NC_003678.1/1-11970/Pestivirus_giraffe-1_H138_complete_genome	Flav_NS3-hel_C	2223	2364	1.2e-31	109.7	Flavivirus NS3 helicase, C-terminal helical domain
NC_003678.1/1-11970/Pestivirus_giraffe-1_H138_complete_genome	Capsid_pestivir	169	225	1.3e-24	86.1	Capsid protein C, pestivirus
NC_003678.1/1-11970/Pestivirus_giraffe-1_H138_complete_genome	RdRP_3	3547	3798	3.3e-23	82.4	Viral RNA dependent RNA polymerase
NC_003678.1/1-11970/Pestivirus_giraffe-1_H138_complete_genome	RdRP_1	3608	3773	9.6e-10	38.1	Viral RNA-dependent RNA polymerase
NC_003678.1/1-11970/Pestivirus_giraffe-1_H138_complete_genome	DEAD	1902	2036	1.4e-09	38.2	DEAD/DEAH box helicase
NC_003678.1/1-11970/Pestivirus_giraffe-1_H138_complete_genome	DEAD	2073	2131	1.4e-09	38.2	DEAD/DEAH box helicase
NC_003678.1/1-11970/Pestivirus_giraffe-1_H138_complete_genome	DEAD	2898	2912	1.4e-09	38.2	DEAD/DEAH box helicase
NC_003678.1/1-11970/Pestivirus_giraffe-1_H138_complete_genome	Helicase_C	2072	2189	1.6e-09	38.3	Helicase conserved C-terminal domain
NC_003678.1/1-11970/Pestivirus_giraffe-1_H138_complete_genome	Helicase_C	3503	3546	1.6e-09	38.3	Helicase conserved C-terminal domain
NC_003678.1/1-11970/Pestivirus_giraffe-1_H138_complete_genome	Flavi_DEAD	1896	2037	9e-08	32.5	Flavivirus DEAD domain
NC_003678.1/1-11970/Pestivirus_giraffe-1_H138_complete_genome	Flavi_DEAD	2078	2100	9e-08	32.5	Flavivirus DEAD domain
NC_003678.1/1-11970/Pestivirus_giraffe-1_H138_complete_genome	ResIII	1895	2033	3.4e-05	24.1	Type III restriction enzyme, res subunit
NC_003678.1/1-11970/Pestivirus_giraffe-1_H138_complete_genome	ResIII	2896	2913	3.4e-05	24.1	Type III restriction enzyme, res subunit
NC_003678.1/1-11970/Pestivirus_giraffe-1_H138_complete_genome	RdRP_4	3637	3739	0.002	17.4	Viral RNA-directed RNA-polymerase
NC_003678.1/1-11970/Pestivirus_giraffe-1_H138_complete_genome	Flavi_NS5_thumb	3761	3838	0.0025	18.0	Flavivirus RNA-directed RNA polymerase, thumb domain
NC_003679.1/1-11688/Border_disease_virus_X818	Pestivirus_E2	692	1060	2.8e-158	526.9	Pestivirus envelope glycoprotein E2
NC_003679.1/1-11688/Border_disease_virus_X818	Peptidase_S31	1586	1797	7.8e-139	460.4	Pestivirus NS3 polyprotein peptidase S31
NC_003679.1/1-11688/Border_disease_virus_X818	Peptidase_C74	1319	1519	2.3e-95	318.1	Pestivirus NS2 peptidase
NC_003679.1/1-11688/Border_disease_virus_X818	Peptidase_C53	0	168	3.7e-83	277.5	Pestivirus Npro endopeptidase C53
NC_003679.1/1-11688/Border_disease_virus_X818	Peptidase_C53	3475	3490	3.7e-83	277.5	Pestivirus Npro endopeptidase C53
NC_003679.1/1-11688/Border_disease_virus_X818	Flav_NS3-hel_C	2130	2272	4.4e-31	107.8	Flavivirus NS3 helicase, C-terminal helical domain
NC_003679.1/1-11688/Border_disease_virus_X818	Flav_NS3-hel_C	3045	3112	4.4e-31	107.8	Flavivirus NS3 helicase, C-terminal helical domain
NC_003679.1/1-11688/Border_disease_virus_X818	RdRP_3	3456	3683	5e-24	85.2	Viral RNA dependent RNA polymerase
NC_003679.1/1-11688/Border_disease_virus_X818	Capsid_pestivir	175	226	4.9e-23	81.1	Capsid protein C, pestivirus
NC_003679.1/1-11688/Border_disease_virus_X818	RdRP_1	3517	3680	1.1e-11	44.5	Viral RNA-dependent RNA polymerase
NC_003679.1/1-11688/Border_disease_virus_X818	DEAD	1809	1943	1.3e-10	41.6	DEAD/DEAH box helicase
NC_003679.1/1-11688/Border_disease_virus_X818	DEAD	1980	2038	1.3e-10	41.6	DEAD/DEAH box helicase
NC_003679.1/1-11688/Border_disease_virus_X818	Flavi_DEAD	1803	1944	1.2e-09	38.6	Flavivirus DEAD domain
