Accession,Organism_Name,GenBank_RefSeq,Assembly,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Length,Nuc_Completeness,Geo_Location,USA,Host,Tissue_Specimen_Source,Collection_Date
OR004813,Bovine viral diarrhea virus 1,GenBank,,"Wu,Y., Zhang,G., Jiang,H., Xin,T., Jia,L., Zhang,Y., Yang,Y., Qin,T., Xu,C., Cao,J., Ameni,G., Ahmad,A., Ding,J., Li,L., Ma,Y., Fan,X., Yuan,L.","Hebei Agricultural University, Veterinary Medicine",China,2023-08-01,TJ2109,Pestivirus bovis,12038,complete,China,,Bos taurus,blood,2020-12-31
OQ338174,Bovine viral diarrhea virus 2,GenBank,,"Wang,H.","Northwest Minzu University, Northwest Minzu University",China,2023-06-27,22Anhui-7,Pestivirus tauri,12147,partial,China,,Bos taurus,,2022-03
OQ338175,Bovine viral diarrhea virus 2,GenBank,,"Wang,H.","Northwest Minzu University, Northwest Minzu University",China,2023-06-27,22Gansu-F2,Pestivirus tauri,12174,partial,China,,Bos taurus,,2022-03
OQ338176,Bovine viral diarrhea virus 2,GenBank,,"Wang,H.","Northwest Minzu University, Northwest Minzu University",China,2023-06-27,22Gansu-F3,Pestivirus tauri,12195,partial,China,,Bos taurus,,2022-03
OQ338177,Bovine viral diarrhea virus 2,GenBank,,"Wang,H.","Northwest Minzu University, Northwest Minzu University",China,2023-06-27,22Sichuan-B8,Pestivirus tauri,12165,partial,China,,Bos taurus,,2022-03
OQ378958,Border disease virus,GenBank,,"Yuan,Y., Wang,Z., Liu,Z., Xu,W., Liu,N., Liao,X.","Jilin Agricultural University, School",China,2023-06-10,,Pestivirus ovis,11985,partial,China,,Ovis aries,,
OP661170,Bovine viral diarrhea virus 1,GenBank,,"Zhao,F.M., Guo,T., Hao,Y.Q.","Inner Mongolia Agricultural University, College of Veterinary Medicine",China,2023-05-02,HH839,Pestivirus bovis,12213,complete,China,,Bos taurus,,2021
OP548503,Bovine viral diarrhea virus 1,GenBank,,"Workman,A.M., Vander Ley,B.L., Heaton,M.P.","USDA, ARS, US Meat Animal Research Center, Animal Health Genomics Research Unit",USA,2023-05-01,USMARC_PI20734,Pestivirus bovis,12269,partial,USA,,,,
OP860372,Pangolin pestivirus,GenBank,,"Cui,X., Fan,K., Liang,X., Gong,W., Chen,W., He,B., Chen,X., Wang,H., Wang,X., Zhang,P., Lu,X., Chen,R., Lin,K., Liu,J., Zhai,J., Liu,D.X., Shan,F., Li,Y., Chen,R.A., Meng,H., Li,X., Mi,S., Jiang,J., Zhou,N., Chen,Z., Zou,J.-J., Ge,D., Yang,Q., He,K., Chen,T., Wu,Y.-J., Lu,H., Irwin,D.M., Shen,X., Hu,Y., Ding,C., Guan,Y., Tu,C., Shen,Y.","South China Agricultural University, College of Veterinary Medicine",China,2023-04-17,GX/PPeV-GX/2020,Pangolin pestivirus,12024,partial,China,,Manis javanica,,2020
OP860373,Pangolin pestivirus,GenBank,,"Cui,X., Fan,K., Liang,X., Gong,W., Chen,W., He,B., Chen,X., Wang,H., Wang,X., Zhang,P., Lu,X., Chen,R., Lin,K., Liu,J., Zhai,J., Liu,D.X., Shan,F., Li,Y., Chen,R.A., Meng,H., Li,X., Mi,S., Jiang,J., Zhou,N., Chen,Z., Zou,J.-J., Ge,D., Yang,Q., He,K., Chen,T., Wu,Y.-J., Lu,H., Irwin,D.M., Shen,X., Hu,Y., Ding,C., Guan,Y., Tu,C., Shen,Y.","South China Agricultural University, College of Veterinary Medicine",China,2023-04-17,GX/P70-9/2019,Pangolin pestivirus,12553,partial,China,,Manis javanica,,2019-04
OP860374,Pangolin pestivirus,GenBank,,"Cui,X., Fan,K., Liang,X., Gong,W., Chen,W., He,B., Chen,X., Wang,H., Wang,X., Zhang,P., Lu,X., Chen,R., Lin,K., Liu,J., Zhai,J., Liu,D.X., Shan,F., Li,Y., Chen,R.A., Meng,H., Li,X., Mi,S., Jiang,J., Zhou,N., Chen,Z., Zou,J.-J., Ge,D., Yang,Q., He,K., Chen,T., Wu,Y.-J., Lu,H., Irwin,D.M., Shen,X., Hu,Y., Ding,C., Guan,Y., Tu,C., Shen,Y.","South China Agricultural University, College of Veterinary Medicine",China,2023-04-17,GX/P70-2a/2019,Pangolin pestivirus,12529,partial,China,,Manis javanica,,2019-04
OP860375,Pangolin pestivirus,GenBank,,"Cui,X., Fan,K., Liang,X., Gong,W., Chen,W., He,B., Chen,X., Wang,H., Wang,X., Zhang,P., Lu,X., Chen,R., Lin,K., Liu,J., Zhai,J., Liu,D.X., Shan,F., Li,Y., Chen,R.A., Meng,H., Li,X., Mi,S., Jiang,J., Zhou,N., Chen,Z., Zou,J.-J., Ge,D., Yang,Q., He,K., Chen,T., Wu,Y.-J., Lu,H., Irwin,D.M., Shen,X., Hu,Y., Ding,C., Guan,Y., Tu,C., Shen,Y.","South China Agricultural University, College of Veterinary Medicine",China,2023-04-17,GX/P70-2b/2019,Pangolin pestivirus,12462,partial,China,,Manis javanica,,2019-04
OP860376,Pangolin pestivirus,GenBank,,"Cui,X., Fan,K., Liang,X., Gong,W., Chen,W., He,B., Chen,X., Wang,H., Wang,X., Zhang,P., Lu,X., Chen,R., Lin,K., Liu,J., Zhai,J., Liu,D.X., Shan,F., Li,Y., Chen,R.A., Meng,H., Li,X., Mi,S., Jiang,J., Zhou,N., Chen,Z., Zou,J.-J., Ge,D., Yang,Q., He,K., Chen,T., Wu,Y.-J., Lu,H., Irwin,D.M., Shen,X., Hu,Y., Ding,C., Guan,Y., Tu,C., Shen,Y.","South China Agricultural University, College of Veterinary Medicine",China,2023-04-17,GX/P63-9/2019,Pangolin pestivirus,12074,partial,China,,Manis javanica,,2019-04
OP860377,Pangolin pestivirus,GenBank,,"Cui,X., Fan,K., Liang,X., Gong,W., Chen,W., He,B., Chen,X., Wang,H., Wang,X., Zhang,P., Lu,X., Chen,R., Lin,K., Liu,J., Zhai,J., Liu,D.X., Shan,F., Li,Y., Chen,R.A., Meng,H., Li,X., Mi,S., Jiang,J., Zhou,N., Chen,Z., Zou,J.-J., Ge,D., Yang,Q., He,K., Chen,T., Wu,Y.-J., Lu,H., Irwin,D.M., Shen,X., Hu,Y., Ding,C., Guan,Y., Tu,C., Shen,Y.","South China Agricultural University, College of Veterinary Medicine",China,2023-04-17,GX/P56-12/2019,Pangolin pestivirus,12430,partial,China,,Manis javanica,,2019-08
OP860378,Pangolin pestivirus,GenBank,,"Cui,X., Fan,K., Liang,X., Gong,W., Chen,W., He,B., Chen,X., Wang,H., Wang,X., Zhang,P., Lu,X., Chen,R., Lin,K., Liu,J., Zhai,J., Liu,D.X., Shan,F., Li,Y., Chen,R.A., Meng,H., Li,X., Mi,S., Jiang,J., Zhou,N., Chen,Z., Zou,J.-J., Ge,D., Yang,Q., He,K., Chen,T., Wu,Y.-J., Lu,H., Irwin,D.M., Shen,X., Hu,Y., Ding,C., Guan,Y., Tu,C., Shen,Y.","South China Agricultural University, College of Veterinary Medicine",China,2023-04-17,GX/P56-7/2019,Pangolin pestivirus,12485,partial,China,,Manis javanica,,2019-08
OP860379,Pangolin pestivirus,GenBank,,"Cui,X., Fan,K., Liang,X., Gong,W., Chen,W., He,B., Chen,X., Wang,H., Wang,X., Zhang,P., Lu,X., Chen,R., Lin,K., Liu,J., Zhai,J., Liu,D.X., Shan,F., Li,Y., Chen,R.A., Meng,H., Li,X., Mi,S., Jiang,J., Zhou,N., Chen,Z., Zou,J.-J., Ge,D., Yang,Q., He,K., Chen,T., Wu,Y.-J., Lu,H., Irwin,D.M., Shen,X., Hu,Y., Ding,C., Guan,Y., Tu,C., Shen,Y.","South China Agricultural University, College of Veterinary Medicine",China,2023-04-17,GX/P56-4/2019,Pangolin pestivirus,12440,partial,China,,Manis javanica,,2019-08
OP860380,Pangolin pestivirus,GenBank,,"Cui,X., Fan,K., Liang,X., Gong,W., Chen,W., He,B., Chen,X., Wang,H., Wang,X., Zhang,P., Lu,X., Chen,R., Lin,K., Liu,J., Zhai,J., Liu,D.X., Shan,F., Li,Y., Chen,R.A., Meng,H., Li,X., Mi,S., Jiang,J., Zhou,N., Chen,Z., Zou,J.-J., Ge,D., Yang,Q., He,K., Chen,T., Wu,Y.-J., Lu,H., Irwin,D.M., Shen,X., Hu,Y., Ding,C., Guan,Y., Tu,C., Shen,Y.","South China Agricultural University, College of Veterinary Medicine",China,2023-04-17,GX/P56-3/2019,Pangolin pestivirus,12115,partial,China,,Manis javanica,,2019-08
OP860381,Pangolin pestivirus,GenBank,,"Cui,X., Fan,K., Liang,X., Gong,W., Chen,W., He,B., Chen,X., Wang,H., Wang,X., Zhang,P., Lu,X., Chen,R., Lin,K., Liu,J., Zhai,J., Liu,D.X., Shan,F., Li,Y., Chen,R.A., Meng,H., Li,X., Mi,S., Jiang,J., Zhou,N., Chen,Z., Zou,J.-J., Ge,D., Yang,Q., He,K., Chen,T., Wu,Y.-J., Lu,H., Irwin,D.M., Shen,X., Hu,Y., Ding,C., Guan,Y., Tu,C., Shen,Y.","South China Agricultural University, College of Veterinary Medicine",China,2023-04-17,GX/P56-2/2019,Pangolin pestivirus,12469,partial,China,,Manis javanica,,2019-08
OP860382,Pangolin pestivirus,GenBank,,"Cui,X., Fan,K., Liang,X., Gong,W., Chen,W., He,B., Chen,X., Wang,H., Wang,X., Zhang,P., Lu,X., Chen,R., Lin,K., Liu,J., Zhai,J., Liu,D.X., Shan,F., Li,Y., Chen,R.A., Meng,H., Li,X., Mi,S., Jiang,J., Zhou,N., Chen,Z., Zou,J.-J., Ge,D., Yang,Q., He,K., Chen,T., Wu,Y.-J., Lu,H., Irwin,D.M., Shen,X., Hu,Y., Ding,C., Guan,Y., Tu,C., Shen,Y.","South China Agricultural University, College of Veterinary Medicine",China,2023-04-17,GX/P44-9/2019,Pangolin pestivirus,12527,partial,China,,Manis javanica,,2019-04
OP860383,Pangolin pestivirus,GenBank,,"Cui,X., Fan,K., Liang,X., Gong,W., Chen,W., He,B., Chen,X., Wang,H., Wang,X., Zhang,P., Lu,X., Chen,R., Lin,K., Liu,J., Zhai,J., Liu,D.X., Shan,F., Li,Y., Chen,R.A., Meng,H., Li,X., Mi,S., Jiang,J., Zhou,N., Chen,Z., Zou,J.-J., Ge,D., Yang,Q., He,K., Chen,T., Wu,Y.-J., Lu,H., Irwin,D.M., Shen,X., Hu,Y., Ding,C., Guan,Y., Tu,C., Shen,Y.","South China Agricultural University, College of Veterinary Medicine",China,2023-04-17,GX/P44-7/2019,Pangolin pestivirus,12529,partial,China,,Manis javanica,,2019-04
OP860384,Pangolin pestivirus,GenBank,,"Cui,X., Fan,K., Liang,X., Gong,W., Chen,W., He,B., Chen,X., Wang,H., Wang,X., Zhang,P., Lu,X., Chen,R., Lin,K., Liu,J., Zhai,J., Liu,D.X., Shan,F., Li,Y., Chen,R.A., Meng,H., Li,X., Mi,S., Jiang,J., Zhou,N., Chen,Z., Zou,J.-J., Ge,D., Yang,Q., He,K., Chen,T., Wu,Y.-J., Lu,H., Irwin,D.M., Shen,X., Hu,Y., Ding,C., Guan,Y., Tu,C., Shen,Y.","South China Agricultural University, College of Veterinary Medicine",China,2023-04-17,GX/P44-2/2019,Pangolin pestivirus,12569,partial,China,,Manis javanica,,2019-04
OP860385,Pangolin pestivirus,GenBank,,"Cui,X., Fan,K., Liang,X., Gong,W., Chen,W., He,B., Chen,X., Wang,H., Wang,X., Zhang,P., Lu,X., Chen,R., Lin,K., Liu,J., Zhai,J., Liu,D.X., Shan,F., Li,Y., Chen,R.A., Meng,H., Li,X., Mi,S., Jiang,J., Zhou,N., Chen,Z., Zou,J.-J., Ge,D., Yang,Q., He,K., Chen,T., Wu,Y.-J., Lu,H., Irwin,D.M., Shen,X., Hu,Y., Ding,C., Guan,Y., Tu,C., Shen,Y.","South China Agricultural University, College of Veterinary Medicine",China,2023-04-17,GX/P42-9/2019,Pangolin pestivirus,12493,partial,China,,Manis javanica,,2019-04
OP860386,Pangolin pestivirus,GenBank,,"Cui,X., Fan,K., Liang,X., Gong,W., Chen,W., He,B., Chen,X., Wang,H., Wang,X., Zhang,P., Lu,X., Chen,R., Lin,K., Liu,J., Zhai,J., Liu,D.X., Shan,F., Li,Y., Chen,R.A., Meng,H., Li,X., Mi,S., Jiang,J., Zhou,N., Chen,Z., Zou,J.-J., Ge,D., Yang,Q., He,K., Chen,T., Wu,Y.-J., Lu,H., Irwin,D.M., Shen,X., Hu,Y., Ding,C., Guan,Y., Tu,C., Shen,Y.","South China Agricultural University, College of Veterinary Medicine",China,2023-04-17,GX/P42-4/2019,Pangolin pestivirus,12486,partial,China,,Manis javanica,,2019-04
OP860387,Pangolin pestivirus,GenBank,,"Cui,X., Fan,K., Liang,X., Gong,W., Chen,W., He,B., Chen,X., Wang,H., Wang,X., Zhang,P., Lu,X., Chen,R., Lin,K., Liu,J., Zhai,J., Liu,D.X., Shan,F., Li,Y., Chen,R.A., Meng,H., Li,X., Mi,S., Jiang,J., Zhou,N., Chen,Z., Zou,J.-J., Ge,D., Yang,Q., He,K., Chen,T., Wu,Y.-J., Lu,H., Irwin,D.M., Shen,X., Hu,Y., Ding,C., Guan,Y., Tu,C., Shen,Y.","South China Agricultural University, College of Veterinary Medicine",China,2023-04-17,GX/P42-3/2019,Pangolin pestivirus,12483,partial,China,,Manis javanica,,2019-04
OP860388,Pangolin pestivirus,GenBank,,"Cui,X., Fan,K., Liang,X., Gong,W., Chen,W., He,B., Chen,X., Wang,H., Wang,X., Zhang,P., Lu,X., Chen,R., Lin,K., Liu,J., Zhai,J., Liu,D.X., Shan,F., Li,Y., Chen,R.A., Meng,H., Li,X., Mi,S., Jiang,J., Zhou,N., Chen,Z., Zou,J.-J., Ge,D., Yang,Q., He,K., Chen,T., Wu,Y.-J., Lu,H., Irwin,D.M., Shen,X., Hu,Y., Ding,C., Guan,Y., Tu,C., Shen,Y.","South China Agricultural University, College of Veterinary Medicine",China,2023-04-17,GX/P42-2/2019,Pangolin pestivirus,12487,partial,China,,Manis javanica,,2019-04
OP860389,Pangolin pestivirus,GenBank,,"Cui,X., Fan,K., Liang,X., Gong,W., Chen,W., He,B., Chen,X., Wang,H., Wang,X., Zhang,P., Lu,X., Chen,R., Lin,K., Liu,J., Zhai,J., Liu,D.X., Shan,F., Li,Y., Chen,R.A., Meng,H., Li,X., Mi,S., Jiang,J., Zhou,N., Chen,Z., Zou,J.-J., Ge,D., Yang,Q., He,K., Chen,T., Wu,Y.-J., Lu,H., Irwin,D.M., Shen,X., Hu,Y., Ding,C., Guan,Y., Tu,C., Shen,Y.","South China Agricultural University, College of Veterinary Medicine",China,2023-04-17,GX/P36-9/2019,Pangolin pestivirus,12469,partial,China,,Manis javanica,,2019-09
OP860391,Pangolin pestivirus,GenBank,,"Cui,X., Fan,K., Liang,X., Gong,W., Chen,W., He,B., Chen,X., Wang,H., Wang,X., Zhang,P., Lu,X., Chen,R., Lin,K., Liu,J., Zhai,J., Liu,D.X., Shan,F., Li,Y., Chen,R.A., Meng,H., Li,X., Mi,S., Jiang,J., Zhou,N., Chen,Z., Zou,J.-J., Ge,D., Yang,Q., He,K., Chen,T., Wu,Y.-J., Lu,H., Irwin,D.M., Shen,X., Hu,Y., Ding,C., Guan,Y., Tu,C., Shen,Y.","South China Agricultural University, College of Veterinary Medicine",China,2023-04-17,GX/P36-6a/2019,Pangolin pestivirus,12482,partial,China,,Manis javanica,,2019-09
OP860392,Pangolin pestivirus,GenBank,,"Cui,X., Fan,K., Liang,X., Gong,W., Chen,W., He,B., Chen,X., Wang,H., Wang,X., Zhang,P., Lu,X., Chen,R., Lin,K., Liu,J., Zhai,J., Liu,D.X., Shan,F., Li,Y., Chen,R.A., Meng,H., Li,X., Mi,S., Jiang,J., Zhou,N., Chen,Z., Zou,J.-J., Ge,D., Yang,Q., He,K., Chen,T., Wu,Y.-J., Lu,H., Irwin,D.M., Shen,X., Hu,Y., Ding,C., Guan,Y., Tu,C., Shen,Y.","South China Agricultural University, College of Veterinary Medicine",China,2023-04-17,GX/P36-3/2019,Pangolin pestivirus,12438,partial,China,,Manis javanica,,2019-09
OP860393,Pangolin pestivirus,GenBank,,"Cui,X., Fan,K., Liang,X., Gong,W., Chen,W., He,B., Chen,X., Wang,H., Wang,X., Zhang,P., Lu,X., Chen,R., Lin,K., Liu,J., Zhai,J., Liu,D.X., Shan,F., Li,Y., Chen,R.A., Meng,H., Li,X., Mi,S., Jiang,J., Zhou,N., Chen,Z., Zou,J.-J., Ge,D., Yang,Q., He,K., Chen,T., Wu,Y.-J., Lu,H., Irwin,D.M., Shen,X., Hu,Y., Ding,C., Guan,Y., Tu,C., Shen,Y.","South China Agricultural University, College of Veterinary Medicine",China,2023-04-17,GX/P36-2/2019,Pangolin pestivirus,12483,partial,China,,Manis javanica,,2019-09
OP860394,Pangolin pestivirus,GenBank,,"Cui,X., Fan,K., Liang,X., Gong,W., Chen,W., He,B., Chen,X., Wang,H., Wang,X., Zhang,P., Lu,X., Chen,R., Lin,K., Liu,J., Zhai,J., Liu,D.X., Shan,F., Li,Y., Chen,R.A., Meng,H., Li,X., Mi,S., Jiang,J., Zhou,N., Chen,Z., Zou,J.-J., Ge,D., Yang,Q., He,K., Chen,T., Wu,Y.-J., Lu,H., Irwin,D.M., Shen,X., Hu,Y., Ding,C., Guan,Y., Tu,C., Shen,Y.","South China Agricultural University, College of Veterinary Medicine",China,2023-04-17,GX/P25-7/2019,Pangolin pestivirus,11857,partial,China,,Manis javanica,,2019-12
OP860395,Pangolin pestivirus,GenBank,,"Cui,X., Fan,K., Liang,X., Gong,W., Chen,W., He,B., Chen,X., Wang,H., Wang,X., Zhang,P., Lu,X., Chen,R., Lin,K., Liu,J., Zhai,J., Liu,D.X., Shan,F., Li,Y., Chen,R.A., Meng,H., Li,X., Mi,S., Jiang,J., Zhou,N., Chen,Z., Zou,J.-J., Ge,D., Yang,Q., He,K., Chen,T., Wu,Y.-J., Lu,H., Irwin,D.M., Shen,X., Hu,Y., Ding,C., Guan,Y., Tu,C., Shen,Y.","South China Agricultural University, College of Veterinary Medicine",China,2023-04-17,GX/P22-2/2019,Pangolin pestivirus,12509,partial,China,,Manis javanica,,2019-03
OP860396,Pangolin pestivirus,GenBank,,"Cui,X., Fan,K., Liang,X., Gong,W., Chen,W., He,B., Chen,X., Wang,H., Wang,X., Zhang,P., Lu,X., Chen,R., Lin,K., Liu,J., Zhai,J., Liu,D.X., Shan,F., Li,Y., Chen,R.A., Meng,H., Li,X., Mi,S., Jiang,J., Zhou,N., Chen,Z., Zou,J.-J., Ge,D., Yang,Q., He,K., Chen,T., Wu,Y.-J., Lu,H., Irwin,D.M., Shen,X., Hu,Y., Ding,C., Guan,Y., Tu,C., Shen,Y.","South China Agricultural University, College of Veterinary Medicine",China,2023-04-17,GX/M5f-9/2019,Pangolin pestivirus,12463,partial,China,,Manis javanica,,2019-04
OP860397,Pangolin pestivirus,GenBank,,"Cui,X., Fan,K., Liang,X., Gong,W., Chen,W., He,B., Chen,X., Wang,H., Wang,X., Zhang,P., Lu,X., Chen,R., Lin,K., Liu,J., Zhai,J., Liu,D.X., Shan,F., Li,Y., Chen,R.A., Meng,H., Li,X., Mi,S., Jiang,J., Zhou,N., Chen,Z., Zou,J.-J., Ge,D., Yang,Q., He,K., Chen,T., Wu,Y.-J., Lu,H., Irwin,D.M., Shen,X., Hu,Y., Ding,C., Guan,Y., Tu,C., Shen,Y.","South China Agricultural University, College of Veterinary Medicine",China,2023-04-17,GX/M5f-7/2019,Pangolin pestivirus,12475,partial,China,,Manis javanica,,2019-04
OP860398,Pangolin pestivirus,GenBank,,"Cui,X., Fan,K., Liang,X., Gong,W., Chen,W., He,B., Chen,X., Wang,H., Wang,X., Zhang,P., Lu,X., Chen,R., Lin,K., Liu,J., Zhai,J., Liu,D.X., Shan,F., Li,Y., Chen,R.A., Meng,H., Li,X., Mi,S., Jiang,J., Zhou,N., Chen,Z., Zou,J.-J., Ge,D., Yang,Q., He,K., Chen,T., Wu,Y.-J., Lu,H., Irwin,D.M., Shen,X., Hu,Y., Ding,C., Guan,Y., Tu,C., Shen,Y.","South China Agricultural University, College of Veterinary Medicine",China,2023-04-17,GX/M5f-6/2019,Pangolin pestivirus,12473,partial,China,,Manis javanica,,2019-04
OP860399,Pangolin pestivirus,GenBank,,"Cui,X., Fan,K., Liang,X., Gong,W., Chen,W., He,B., Chen,X., Wang,H., Wang,X., Zhang,P., Lu,X., Chen,R., Lin,K., Liu,J., Zhai,J., Liu,D.X., Shan,F., Li,Y., Chen,R.A., Meng,H., Li,X., Mi,S., Jiang,J., Zhou,N., Chen,Z., Zou,J.-J., Ge,D., Yang,Q., He,K., Chen,T., Wu,Y.-J., Lu,H., Irwin,D.M., Shen,X., Hu,Y., Ding,C., Guan,Y., Tu,C., Shen,Y.","South China Agricultural University, College of Veterinary Medicine",China,2023-04-17,GX/M5f-4/2019,Pangolin pestivirus,12468,partial,China,,Manis javanica,,2019-04
OP860400,Pangolin pestivirus,GenBank,,"Cui,X., Fan,K., Liang,X., Gong,W., Chen,W., He,B., Chen,X., Wang,H., Wang,X., Zhang,P., Lu,X., Chen,R., Lin,K., Liu,J., Zhai,J., Liu,D.X., Shan,F., Li,Y., Chen,R.A., Meng,H., Li,X., Mi,S., Jiang,J., Zhou,N., Chen,Z., Zou,J.-J., Ge,D., Yang,Q., He,K., Chen,T., Wu,Y.-J., Lu,H., Irwin,D.M., Shen,X., Hu,Y., Ding,C., Guan,Y., Tu,C., Shen,Y.","South China Agricultural University, College of Veterinary Medicine",China,2023-04-17,GX/M5f-3/2019,Pangolin pestivirus,12470,partial,China,,Manis javanica,,2019-04
OP860401,Pangolin pestivirus,GenBank,,"Cui,X., Fan,K., Liang,X., Gong,W., Chen,W., He,B., Chen,X., Wang,H., Wang,X., Zhang,P., Lu,X., Chen,R., Lin,K., Liu,J., Zhai,J., Liu,D.X., Shan,F., Li,Y., Chen,R.A., Meng,H., Li,X., Mi,S., Jiang,J., Zhou,N., Chen,Z., Zou,J.-J., Ge,D., Yang,Q., He,K., Chen,T., Wu,Y.-J., Lu,H., Irwin,D.M., Shen,X., Hu,Y., Ding,C., Guan,Y., Tu,C., Shen,Y.","South China Agricultural University, College of Veterinary Medicine",China,2023-04-17,GX/M5f-2/2019,Pangolin pestivirus,12473,partial,China,,Manis javanica,,2019-04
OP860402,Pangolin pestivirus,GenBank,,"Cui,X., Fan,K., Liang,X., Gong,W., Chen,W., He,B., Chen,X., Wang,H., Wang,X., Zhang,P., Lu,X., Chen,R., Lin,K., Liu,J., Zhai,J., Liu,D.X., Shan,F., Li,Y., Chen,R.A., Meng,H., Li,X., Mi,S., Jiang,J., Zhou,N., Chen,Z., Zou,J.-J., Ge,D., Yang,Q., He,K., Chen,T., Wu,Y.-J., Lu,H., Irwin,D.M., Shen,X., Hu,Y., Ding,C., Guan,Y., Tu,C., Shen,Y.","South China Agricultural University, College of Veterinary Medicine",China,2023-04-17,GX/M5-2/2019,Pangolin pestivirus,12464,partial,China,,Manis javanica,,2019-04
OP381297,atypical porcine pestivirus,GenBank,,"Huang,J., Sun,X.","Qingdao Agricultural University, College of Veterinary Medicine",China,2023-04-15,APPV-SDHY-2022,Pestivirus scrofae,11556,complete,China,,Sus scrofa,,2022-05
OQ476762,Pangolin pestivirus,GenBank,,"Cui,X., Fan,K., Liang,X., Gong,W., Chen,W., He,B., Chen,X., Wang,H., Wang,X., Zhang,P., Lu,X., Chen,R., Lin,K., Liu,J., Zhai,J., Liu,D.X., Shan,F., Li,Y., Chen,R.A., Meng,H., Li,X., Mi,S., Jiang,J., Zhou,N., Chen,Z., Zou,J.-J., Ge,D., Yang,Q., He,K., Chen,T., Wu,Y.-J., Lu,H., Irwin,D.M., Shen,X., Hu,Y., Ding,C., Guan,Y., Tu,C., Shen,Y.","South China Agricultural University, College of Veterinary Medicine",China,2023-04-11,GD/P21-2/2019,Pangolin pestivirus,12540,complete,China,,Manis javanica,,2019
OP868576,Pangolin pestivirus,GenBank,,"Liang,X., Shen,Y.","South China Agricultural University, COLLEGE OF VETERINARY MEDICINE SCAU",,2023-03-31,GD/P42/2019,Pangolin pestivirus,12470,complete,China,,Pholidota,,2019
ON932809,Rodent pestivirus,GenBank,,"Li,Y., Li,Z., Peng,R., Du,J., Yin,F., Tang,C.","Hainan Medical University-University of Hong Kong Joint Laboratory of Tropical Infectious Diseases, Hainan Medical University",China,2023-03-25,PestV-HMU-1,Rodent pestivirus,12555,partial,China,,Leopoldamys edwardsi,oronasopharynx,2017-12
ON932810,Rodent pestivirus,GenBank,,"Li,Y., Li,Z., Peng,R., Du,J., Yin,F., Tang,C.","Hainan Medical University-University of Hong Kong Joint Laboratory of Tropical Infectious Diseases, Hainan Medical University",China,2023-03-25,PestV-HMU-2,Rodent pestivirus,12221,partial,China,,Rattus tanezumi,oronasopharynx,2019-11
OQ411019,Pestivirus brazilense,GenBank,,"Kalaiyarasu,S., Mishra,N., Subramaniam,S., Moorthy,D., Sudhakar,S.B., Jayalakshmi,K., Singh,V.P., Sanyal,A.","ICAR-National Institute of High Security Animal Diseases, Veterinary Microbiology",India,2023-03-12,Ind/TN-1214/19,Pestivirus brazilense,12259,complete,India,,Bos indicus x Bos taurus,blood,2019
OQ411020,Pestivirus brazilense,GenBank,,"Kalaiyarasu,S., Mishra,N., Subramaniam,S., Moorthy,D., Sudhakar,S.B., Jayalakshmi,K., Singh,V.P., Sanyal,A.","ICAR-National Institute of High Security Animal Diseases, Veterinary Microbiology",India,2023-03-12,Ind/ABI15385/12,Pestivirus brazilense,12336,complete,India,,Bos indicus,blood,2012
